movie_id,title,release_date
103731,Mud,2013-05-01
10090,Reno 911!: Miami,2007-02-23
164558,One Direction: This Is Us,2013-08-28
19905,"The Goods: Live Hard, Sell Hard",2009-08-14
17710,Hey Arnold! The Movie,2002-06-28
75900,My Week with Marilyn,2011-10-17
9515,The Matador,2005-05-12
27322,Love Jones,1997-03-14
328425,The Gift,2015-07-30
14120,End of the Spear,2005-12-02
10050,Get Over It,2001-03-08
1542,Office Space,1999-02-19
10490,Drop Dead Gorgeous,1999-07-23
87093,Big Eyes,2014-12-24
10029,Very Bad Things,1998-09-11
9893,Sleepover,2004-07-09
11507,Body Double,1984-10-25
37931,MacGruber,2010-05-21
3472,Dirty Pretty Things,2002-09-05
87818,Movie 43,2013-01-01
13160,Over Her Dead Body,2008-02-01
88005,Seeking a Friend for the End of the World,2012-06-22
52067,Cedar Rapids,2011-02-11
73,American History X,1998-10-30
134597,The Collection,2012-09-21
24034,Teacher's Pet,2004-01-16
14283,The Red Violin,1998-09-10
404,The Straight Story,1999-10-15
13201,Deuces Wild,2002-05-03
209403,Bad Words,2013-09-06
7942,"Run, Fatboy, Run",2007-09-06
73247,Heartbeeps,1981-12-18
253331,Black or White,2014-09-06
34043,On the Line,2001-10-26
9952,Rescue Dawn,2006-09-09
256924,Danny Collins,2015-03-19
82532,"Jeff, Who Lives at Home",2011-09-13
41110,I Am Love,2009-09-05
134371,Atlas Shrugged Part II,2012-10-12
2088,Romeo Is Bleeding,1993-09-13
10388,The Limey,1999-05-15
1640,Crash,2004-01-13
25520,The House of Mirth,2000-09-23
27342,Malone,1987-05-01
13689,Peaceful Warrior,2006-03-30
67911,Bucky Larson: Born to Be a Star,2011-09-09
24664,Bamboozled,2000-10-06
329440,The Forest,2016-01-07
47890,Sphinx,1981-02-11
252512,While We're Young,2015-04-03
55720,A Better Life,2011-06-24
9613,Spider,2002-12-13
29076,Gun Shy,2000-02-04
29339,Nicholas Nickleby,2002-12-27
68812,The Iceman,2012-09-01
32740,Krrish,2006-06-23
14195,Cecil B. Demented,2000-05-17
73567,Killer Joe,2011-09-10
41479,The Joneses,2009-09-13
15394,Owning Mahowny,2003-05-02
10071,The Brothers Solomon,2007-09-07
1989,My Blueberry Nights,2007-05-16
91076,Illuminata,1998-05-21
12779,Swept Away,2002-10-11
13191,"War, Inc.",2008-04-28
11770,Shaolin Soccer,2001-07-12
12703,The Brown Bunny,2004-08-27
64559,The Swindle,1997-10-15
222649,Rosewater,2014-11-07
115872,The Chambermaid on the Titanic,1997-10-10
101173,Coriolanus,2011-02-14
25350,Imaginary Heroes,2004-09-14
10034,High Heels and Low Lifes,2001-07-16
20178,World's Greatest Dad,2009-08-20
5072,Severance,2006-05-19
18191,Edmond,2005-08-31
31007,Welcome to the Rileys,2010-10-29
11546,Police Academy: Mission to Moscow,1994-06-09
41894,Blood Done Sign My Name,2010-02-01
184374,Cinco de Mayo: La Batalla,2013-05-03
268171,Elsa & Fred,2014-03-07
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",1998-02-20
24663,The Open Road,2009-02-07
39037,The Good Guy,2009-04-25
22805,Motherhood,2009-01-21
39055,Free Style,2008-12-24
245846,Strangerland,2015-07-01
25186,Janky Promoters,2009-10-16
15017,Blonde Ambition,2007-12-21
12245,The Oxford Murders,2008-01-18
49787,The Reef,2010-05-15
16358,Eulogy,2004-10-15
7006,White Noise 2: The Light,2007-01-05
66767,Beat the World,2011-06-10
17622,Fifty Dead Men Walking,2008-09-10
283671,Jungle Shuffle,2014-08-07
18516,Adam Resurrected,2008-08-08
217708,Of Horses and Men,2013-08-30
42057,It's a Wonderful Afterlife,2010-05-07
17577,The Devil's Tomb,2009-05-26
14608,Partition,2007-02-02
34417,Good Intentions,2010-03-09
15067,"The Good, The Bad, The Weird",2008-07-16
78383,Nurse 3-D,2013-09-28
43090,Gunless,2010-04-30
16614,Adventureland,2009-04-03
9700,The Lost City,2005-09-03
10471,Next Friday,2000-01-12
250066,American Heist,2014-09-11
667,You Only Live Twice,1967-06-12
208869,Plastic,2014-04-30
86837,Amour,2012-07-01
10306,Poltergeist III,1988-06-10
106845,Re-Kill,2015-10-16
11576,"It's a Mad, Mad, Mad, Mad World",1963-11-07
219,Volver,2006-03-16
11827,Heavy Metal,1981-08-07
22820,Gentlemen Broncos,2009-09-30
31174,Richard III,1995-12-29
244316,Into the Grizzly Maze,2015-02-27
37737,Kites,2010-05-21
62215,Melancholia,2011-05-26
66125,Red Dog,2011-08-04
132316,Jab Tak Hai Jaan,2012-11-13
348,Alien,1979-05-25
30497,The Texas Chain Saw Massacre,1974-10-01
27586,The Runaways,2010-03-19
14811,Fiddler on the Roof,1971-11-03
660,Thunderball,1965-12-16
68684,Detention,2011-03-16
40794,Loose Cannons,2010-02-12
9400,Set It Off,1996-11-06
16162,The Best Man,1999-10-22
10585,Child's Play,1988-11-08
2359,Sicko,2007-05-18
238636,The Purge: Anarchy,2014-07-17
10472,Down to You,2000-01-21
11282,Harold & Kumar Go to White Castle,2004-05-30
6521,The Contender,2000-10-13
14181,Boiler Room,2000-02-18
1621,Trading Places,1983-06-07
9656,Black Christmas,2006-12-25
16428,Breakin' All the Rules,2004-05-14
10705,Henry V,1989-10-05
8272,The Savages,2007-01-19
24621,Chasing Papi,2003-04-16
1619,The Way of the Gun,2000-09-08
9685,Igby Goes Down,2002-09-13
14425,PCU,1994-04-29
14624,The Ultimate Gift,2006-10-20
10179,The Ice Pirates,1984-03-16
15568,Gracie,2007-06-01
14057,Trust the Man,2005-09-01
12621,Hamlet 2,2008-01-21
1808,Velvet Goldmine,1998-10-23
293670,The Wailing,2016-05-12
67675,Glee: The Concert Movie,2011-08-11
27329,The Legend of Suriyothai,2001-08-17
29514,Two Evil Eyes,1990-01-25
250349,Barbecue,2014-04-30
12454,All or Nothing,2002-05-17
39806,Princess Kaiulani,2010-05-14
15699,Opal Dream,2006-11-22
8883,Flame & Citron,2008-03-25
17926,Undiscovered,2005-08-26
291081,Red Riding: In the Year of Our Lord 1974,2009-02-28
41248,The Girl on the Train,2009-03-18
25968,Veronika Decides to Die,2009-05-16
9671,Crocodile Dundee,1986-09-26
52010,"Ultramarines: A Warhammer 40,000 Movie",2010-12-10
11588,The I Inside,2004-01-15
43418,Beneath Hill 60,2010-04-15
71157,Polisse,2011-10-06
13483,Awake,2007-11-28
333355,Star Wars: Clone Wars: Volume 1,2005-03-21
327833,Skin Trade,2014-11-07
1547,The Lost Boys,1987-07-31
25196,Crazy Heart,2009-12-16
16323,The Rose,1979-11-07
175528,Baggage Claim,2013-09-27
8069,Barbarella,1968-10-10
71805,Shipwrecked,1990-10-03
9451,Election,1999-04-23
16727,The Namesake,2006-09-02
272693,The DUFF,2015-02-20
10696,Glitter,2001-09-21
150202,The Haunting in Connecticut 2: Ghosts of Georgia,2013-02-01
19644,Silmido,2003-12-24
29963,Bright Star,2009-11-05
26022,My Name Is Khan,2010-02-12
152747,All Is Lost,2013-10-18
62676,Limbo,1999-06-04
20360,Namastey London,2007-03-27
1116,The Wind That Shakes the Barley,2006-05-18
185008,Yeh Jawaani Hai Deewani,2013-05-31
11620,Quo Vadis,1951-11-08
14353,Repo! The Genetic Opera,2008-07-18
11818,Valley of the Wolves: Iraq,2006-02-03
680,Pulp Fiction,1994-10-08
11176,The Muppet Movie,1979-05-31
242582,Nightcrawler,2014-10-23
11217,Club Dread,2004-02-27
15121,The Sound of Music,1965-03-02
2619,Splash,1984-03-09
773,Little Miss Sunshine,2006-07-26
235,Stand by Me,1986-08-22
170,28 Days Later,2002-10-31
14114,You Got Served,2004-01-30
10734,Escape from Alcatraz,1979-06-22
37964,Brown Sugar,2002-10-05
28121,A Thin Line Between Love and Hate,1996-04-04
40807,50/50,2011-09-30
10885,Shutter,2008-03-21
225565,That Awkward Moment,2014-01-29
16471,Modern Problems,1981-12-25
385736,Kicks,2016-09-09
11971,Much Ado About Nothing,1993-05-07
668,On Her Majesty's Secret Service,1969-12-12
11596,New Nightmare,1994-10-13
14429,Drive Me Crazy,1999-10-01
13751,Akeelah and the Bee,2006-04-28
9490,Half Baked,1998-01-16
14536,New in Town,2009-01-30
1359,American Psycho,2000-04-13
9962,The Good Girl,2002-01-12
15049,Bon Cop Bad Cop,2006-07-06
22821,The Boondock Saints II: All Saints Day,2009-11-24
42819,The City of Your Final Destination,2009-03-21
209263,Enough Said,2013-09-18
37735,Easy A,2010-09-10
59930,The Inkwell,1994-04-22
10873,Shadow of the Vampire,2000-05-15
51588,Prom,2011-04-29
23570,The Pallbearer,1996-05-03
19489,Held Up,1999-10-08
14629,Woman on Top,2000-09-22
8293,Howards End,1992-03-13
291270,Anomalisa,2015-12-30
44009,Another Year,2010-11-05
1958,8 Women,2002-01-08
13154,Showdown in Little Tokyo,1991-08-23
26618,Clay Pigeons,1998-09-25
43923,It's Kind of a Funny Story,2010-07-06
46138,Made in Dagenham,2010-09-11
45791,When Did You Last See Your Father?,2007-10-05
26306,Prefontaine,1997-01-24
110683,The Wicked Lady,1983-04-21
26963,The Secret of Kells,2009-02-09
198277,Begin Again,2013-09-07
7870,Down in the Valley,2005-05-13
13072,Brooklyn Rules,2007-04-30
153397,Restless,2012-12-07
30141,The Singing Detective,2003-10-24
17044,The Land Girls,1998-09-25
10288,Fido,2006-09-07
12183,The Wendell Baker Story,2005-08-03
44147,Wild Target,2010-06-17
12192,Pathology,2008-04-11
36597,Wuthering Heights,2009-01-18
13197,10th & Wolf,2006-02-19
10913,Dear Wendy,2005-01-22
251321,Aloft,2014-02-12
149,Akira,1988-07-16
10425,The Death and Life of Bobby Z,2007-07-23
49081,The Rocket: The Legend of Rocket Richard,2005-10-25
256687,Swelter,2014-04-20
220488,My Lucky Star,2013-09-17
1544,Imagine Me & You,2005-02-01
374461,Mr. Church,2016-09-16
302,Swimming Pool,2003-05-18
182873,Green Street Hooligans: Underground,2013-01-01
21512,The Blood of Heroes,1989-10-19
389425,Code of Honor,2016-05-06
403,Driving Miss Daisy,1989-12-13
29461,Soul Food,1997-09-26
33542,Rumble in the Bronx,1995-01-30
283708,Far from Men,2014-08-30
9388,Thank You for Smoking,2005-09-05
1691,Hostel: Part II,2007-06-08
24684,An Education,2009-10-29
2610,Shopgirl,2005-10-21
11308,The Hotel New Hampshire,1984-03-09
11022,Narc,2002-01-14
34341,Men with Brooms,2002-09-20
15365,Witless Protection,2008-02-22
36046,The Work and the Glory,2004-11-24
12569,Extract,2009-09-03
24356,Masked and Anonymous,2003-08-08
55903,Betty Fisher and Other Stories,2001-09-01
2577,Code 46,2003-09-02
103903,Outside Bet,2012-04-27
73873,Albert Nobbs,2011-12-21
312113,Black November,2012-12-07
14165,Ta Ra Rum Pum,2007-04-27
2011,Persepolis,2007-05-23
45650,The Hole,2009-09-09
7735,The Wave,2008-03-11
301365,The Neon Demon,2016-06-08
25941,Harry Brown,2009-11-11
29064,The Omega Code,1999-10-15
7326,Juno,2007-12-05
326284,Pound of Flesh,2015-05-07
681,Diamonds Are Forever,1971-12-13
238,The Godfather,1972-03-14
535,Flashdance,1983-04-14
19913,(500) Days of Summer,2009-07-17
713,The Piano,1993-05-19
77930,Magic Mike,2012-06-28
10727,Darkness Falls,2003-01-24
253,Live and Let Die,1973-07-05
17908,My Dog Skip,2000-01-14
8390,"Definitely, Maybe",2008-02-08
57119,Jumping the Broom,2011-05-06
3291,"Good Night, and Good Luck.",2005-09-16
398,Capote,2005-09-30
8068,Desperado,1995-08-25
10803,Logan's Run,1976-06-23
682,The Man with the Golden Gun,1974-12-01
10117,Action Jackson,1988-02-12
9392,The Descent,2005-07-08
24977,Michael Jordan to the Max,2000-05-05
79316,Devil's Due,2014-01-08
2074,Flirting with Disaster,1996-03-22
1696,The Devil's Rejects,2005-07-22
308639,Dope,2015-06-19
22314,In Too Deep,1999-08-25
2662,House of 1000 Corpses,2003-04-11
77156,Alien Zone,1978-11-22
12573,A Serious Man,2009-10-02
44718,Get Low,2010-01-22
11342,Warlock,1989-06-01
241771,Beyond the Lights,2014-09-10
34653,A Single Man,2009-10-19
11051,The Last Temptation of Christ,1988-08-12
14578,Outside Providence,1999-08-16
57825,Bride & Prejudice,2004-02-11
9555,Rabbit-Proof Fence,2002-02-04
15581,Who's Your Caddy?,2007-07-27
13006,Split Second,1992-05-01
16651,The Other Side of Heaven,2001-04-12
4251,Veer-Zaara,2004-11-12
12400,Redbelt,2008-04-07
39053,Cyrus,2010-06-18
104896,A Dog Of Flanders,1999-08-27
14112,Auto Focus,2002-10-18
12271,Factory Girl,2006-12-29
71859,We Need to Talk About Kevin,2011-09-28
226354,The Christmas Candle,2013-11-22
48620,The Mighty Macs,2009-10-21
33676,Losin' It,1983-04-08
37080,Mother and Child,2009-11-07
25388,March or Die,1977-09-08
11687,The Visitors,1993-01-27
39210,Somewhere,2010-09-03
30128,I Hope They Serve Beer in Hell,2009-09-25
31535,Chairman of the Board,1998-03-13
44835,Hesher,2010-01-22
192134,Dom Hemingway,2013-11-15
1956,Gerry,2002-01-12
24985,The Heart of Me,2002-01-01
306745,Freeheld,2015-10-02
47088,The Extra Man,2010-08-01
110402,Hard to Be a God,2013-02-27
27004,Ca$h,2010-01-01
15013,Wah-Wah,2005-08-17
8374,The Boondock Saints,1999-01-22
277519,Z Storm,2014-06-19
78381,Twixt,2011-09-10
164372,The Snow Queen,2012-10-11
294512,Alpha and Omega: The Legend of the Saw Tooth Cave,2014-07-21
8879,Pale Rider,1985-06-28
13001,Stargate: The Ark of Truth,2008-03-11
9571,Dazed and Confused,1993-09-24
13649,High School Musical 2,2007-08-17
325373,Two Lovers and a Bear,2016-10-02
334527,Criminal Activities,2015-11-20
2211,Aimee & Jaguar,1999-02-10
13919,The Chumscrubber,2005-06-08
14576,Shade,2003-05-18
82505,House at the End of the Street,2012-09-21
46738,Incendies,2010-09-04
38970,"Remember Me, My Love",2003-02-11
41009,Perrier’s Bounty,2009-09-11
7347,Elite Squad,2007-10-12
250546,Annabelle,2014-10-02
38415,Bran Nue Dae,2009-08-09
650,Boyz n the Hood,1991-07-12
16620,La Bamba,1987-07-24
25113,The Four Seasons,1981-05-22
11033,Dressed to Kill,1980-06-25
34723,The Adventures of Huck Finn,1993-04-02
9430,Go,1999-04-09
8998,Friends with Money,2006-09-07
10514,The Andromeda Strain,1971-03-12
10496,Bats,1999-10-22
1591,Nowhere in Africa,2001-12-11
76025,Shame,2011-10-02
4836,Layer Cake,2004-09-30
14631,The Work and the Glory II: American Zion,2005-10-21
87499,The East,2013-05-31
18923,A Home at the End of the World,2004-07-23
26665,Aberdeen,2000-07-05
28089,The Messenger,2009-11-13
62255,Tracker,2010-05-20
5708,Control,2007-09-26
218,The Terminator,1984-10-26
338,"Good bye, Lenin!",2003-02-09
21641,The Damned United,2009-03-27
10925,The Return of the Living Dead,1985-05-15
2293,Mallrats,1995-10-20
621,Grease,1978-07-07
792,Platoon,1986-12-18
1777,Fahrenheit 9/11,2004-06-25
642,Butch Cassidy and the Sundance Kid,1969-09-23
433,Mary Poppins,1964-08-27
16619,Ordinary People,1980-09-19
1725,West Side Story,1961-10-18
11977,Caddyshack,1980-07-25
20322,The Brothers,2001-03-23
16158,The Wood,1999-07-16
629,The Usual Suspects,1995-07-19
10160,A Nightmare on Elm Street 5: The Dream Child,1989-08-11
11452,National Lampoon’s Van Wilder,2002-03-29
12163,The Wrestler,2008-09-07
32275,Duel in the Sun,1946-12-31
13785,Best in Show,2000-09-19
1103,Escape from New York,1981-05-22
36739,School Daze,1988-02-12
14144,Daddy Day Camp,2007-08-08
10622,Mr. Nice Guy,1997-01-31
13370,A Mighty Wind,2003-04-16
11191,Mystic Pizza,1988-10-13
10215,Sliding Doors,1998-04-23
25066,Tales from the Hood,1995-05-24
1523,The Last King of Scotland,2006-09-01
11361,Halloween 5: The Revenge of Michael Myers,1989-10-12
92591,Bernie,2012-04-27
57612,Dolphins and Whales: Tribes of the Ocean,2008-02-15
12509,Pollock,2000-09-06
15256,200 Cigarettes,1999-02-26
83686,The Words,2012-09-07
80304,Casa De Mi Padre,2012-03-15
28053,City Island,2009-03-06
67913,The Guard,2011-07-07
13991,College,2008-08-28
1443,The Virgin Suicides,1999-04-21
8545,Little Voice,1998-11-05
19556,Miss March,2009-03-13
231576,Wish I Was Here,2014-01-18
16172,Simply Irresistible,1999-02-05
13403,Hedwig and the Angry Inch,2001-07-20
15797,Only the Strong,1993-08-27
347764,Goddess of Love,2015-08-31
13537,Shattered Glass,2003-11-14
20794,Novocaine,2001-11-23
31064,The Business of Strangers,2001-01-19
576,The Wild Bunch,1969-06-17
13990,The Wackness,2008-07-03
11583,The First Great Train Robbery,1979-01-25
18602,Morvern Callar,2002-01-01
27549,Beastmaster 2: Through the Portal of Time,1991-06-08
59728,The 5th Quarter,2011-03-25
10930,The Flower of Evil,2003-02-09
32395,The Greatest,2009-01-17
58882,Snow Flower and the Secret Fan,2011-07-15
7547,Come Early Morning,2006-01-10
35944,Lucky Break,2001-08-24
42222,Julia,1977-10-02
13827,"Surfer, Dude",2008-09-05
44260,Lake of Fire,2006-09-09
9282,11:14,2003-05-16
38940,Men of War,1994-09-04
35689,Don McKay,2009-04-24
97614,Deadfall,2012-11-08
37206,A Shine of Rainbows,2009-10-01
58626,The Hit List,2011-04-02
183894,Emma,2009-10-11
837,Videodrome,1983-02-04
1555,The Spanish Apartment,2002-05-17
244783,Song One,2014-01-20
16564,Winter in Wartime,2008-11-17
168027,Freaky Deaky,2012-04-22
3482,The Train,1964-09-21
135595,Trade Of Innocents,2012-09-27
8982,The Protector,2005-08-11
89861,Stiff Upper Lips,1998-06-12
455,Bend It Like Beckham,2002-04-11
57022,Sunshine State,2002-06-21
14351,Crossover,2006-09-01
147767,Khiladi 786,2012-12-07
10664,[REC]²,2009-09-15
55567,Standing Ovation,2010-07-16
9277,The Sting,1973-12-25
9443,Chariots of Fire,1981-05-15
16186,Diary of a Mad Black Woman,2005-02-25
7863,Shine,1996-01-21
138697,Don Jon,2013-07-26
11901,High Plains Drifter,1973-04-19
1548,Ghost World,2001-07-20
11889,Iris,2001-12-14
33155,Galaxina,1980-06-06
5528,The Chorus,2004-03-17
321,Mambo Italiano,2003-06-06
4997,Wonderland,2003-10-23
925,Do the Right Thing,1989-06-30
27451,Harvard Man,2001-01-01
73532,Le Havre,2011-05-17
979,Irreversible,2002-05-22
193722,R100,2013-10-05
7913,Rang De Basanti,2006-01-26
253253,Animals,2014-05-15
51995,Salvation Boulevard,2011-07-15
13173,The Ten,2007-08-03
22908,A Room for Romeo Brass,1999-08-23
70670,Headhunters,2011-08-04
84204,Grabbers,2012-08-10
25248,Saint Ralph,2004-09-11
230266,Miss Julie,2014-09-07
16633,Somewhere in Time,1980-10-02
63006,Dum Maaro Dum,2011-04-22
91586,Insidious: Chapter 2,2013-09-12
215,Saw II,2005-10-28
333371,10 Cloverfield Lane,2016-03-10
9012,Jackass: The Movie,2002-10-21
345911,Lights Out,2016-07-21
72571,Paranormal Activity 3,2011-10-19
242512,Ouija,2014-10-24
10072,A Nightmare on Elm Street 3: Dream Warriors,1987-02-27
211954,Instructions Not Included,2013-07-20
82990,Paranormal Activity 4,2012-10-17
29912,The Robe,1953-09-16
11843,The Return of the Pink Panther,1975-05-21
11284,Freddy's Dead: The Final Nightmare,1991-09-05
504,Monster,2003-11-16
173,"20,000 Leagues Under the Sea",1954-12-23
227348,Paranormal Activity: The Marked Ones,2014-01-01
1955,The Elephant Man,1980-10-02
152532,Dallas Buyers Club,2013-09-07
243940,The Lazarus Effect,2015-01-29
77,Memento,2000-10-11
157547,Oculus,2013-09-08
2295,Clerks II,2006-05-25
71,Billy Elliot,2000-05-18
147773,The Way Way Back,2013-06-06
16096,House Party 2,1991-10-23
24266,The Man from Snowy River,1982-03-02
16508,Doug's 1st Movie,1999-03-26
2895,The Apostle,1997-10-09
15660,Mommie Dearest,1981-09-18
59968,Our Idiot Brother,2011-08-26
323677,Race,2016-02-19
19848,The Players Club,1998-04-08
256274,"As Above, So Below",2014-08-14
235271,Addicted,2014-10-10
45153,Eve's Bayou,1997-09-07
284293,Still Alice,2014-12-05
24973,The Egyptian,1954-08-25
21610,Nighthawks,1981-03-17
10283,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28
8346,My Big Fat Greek Wedding,2002-02-22
122081,Spring Breakers,2013-01-24
10987,Halloween: The Curse of Michael Myers,1995-09-29
1391,Y Tu Mamá También,2001-06-08
747,Shaun of the Dead,2004-04-09
14745,The Haunting of Molly Hartley,2008-10-31
26748,Lone Star,1996-06-21
11357,Halloween 4: The Return of Michael Myers,1988-10-21
24913,April Fool's Day,1986-03-27
13776,Diner,1982-04-02
14854,Lone Wolf McQuade,1983-04-14
50357,Apollo 18,2011-07-20
13090,Sunshine Cleaning,2008-01-18
192141,No Escape,2015-08-26
16441,The Beastmaster,1982-08-20
29996,Solomon and Sheba,1959-12-25
351819,Fifty Shades of Black,2016-01-28
14834,Not Easily Broken,2009-01-09
22649,A Farewell to Arms,1932-12-08
378200,The Perfect Match,2016-03-11
20455,Digimon: The Movie,2000-03-17
13193,Saved!,2004-01-21
11042,The Barbarian Invasions,2003-05-21
10786,Robin and Marian,1976-03-11
12484,The Forsaken,2001-04-27
17339,Force 10 from Navarone,1978-11-01
11959,UHF,1989-07-21
9900,Grandma's Boy,2006-01-06
14662,Slums of Beverly Hills,1998-08-14
335,Once Upon a Time in the West,1968-12-21
15745,Made,2001-07-13
17431,Moon,2009-06-12
21014,Keeping Up with the Steins,2006-05-12
78394,Sea Rex 3D: Journey to a Prehistoric World,2010-05-14
10217,The Sweet Hereafter,1997-05-14
46332,Of Gods and Men,2010-05-18
13996,Bottle Shock,2008-08-06
3028,Jekyll and Hyde ... Together Again,1982-11-10
1024,Heavenly Creatures,1994-09-02
343795,90 Minutes in Heaven,2015-09-11
45658,Everything Must Go,2010-10-15
16148,Zero Effect,1998-01-30
4553,The Machinist,2004-02-09
36351,Light Sleeper,1992-08-21
245916,Kill the Messenger,2014-10-09
27585,Rabbit Hole,2010-12-16
1415,Party Monster,2003-09-05
313922,Green Room,2016-04-15
14474,The Oh in Ohio,2006-03-30
199933,Atlas Shrugged Part III: Who is John Galt?,2014-09-12
13685,Bottle Rocket,1996-02-21
8744,Albino Alligator,1996-09-09
38428,"Gandhi, My Father",2007-08-03
8847,Standard Operating Procedure,2008-02-12
39269,Out of the Blue (1980),1980-05-01
46838,Tucker and Dale vs Evil,2010-01-22
51384,"Lovely, Still",2008-01-01
56930,Tycoon,1947-12-27
41730,Desert Blue,1999-06-06
18442,Decoys,2004-02-27
298312,The Visit,2015-09-10
11600,Redacted,2007-01-01
71547,Fascination,2004-10-13
57876,Area 51,2015-05-15
77495,Sleep Tight,2011-10-14
13849,The Cottage,2008-02-07
14849,Dead Like Me: Life After Death,2009-02-17
12486,Farce of the Penguins,2006-12-01
19615,Flying By,2009-01-01
244403,Rudderless,2014-10-17
292481,Henry & Me,2014-08-18
340816,Christmas Eve,2015-12-04
78814,We Have Your Husband,2011-11-12
297596,Dying of the Light,2014-12-04
299552,Born Of War,2013-12-05
11935,Capricorn One,1977-12-10
113406,Should've Been Romeo,2012-04-28
447027,Running Forever,2015-10-27
290825,Yoga Hosers,2016-07-08
361159,Navy Seals vs. Zombies,2015-10-08
12555,I Served the King of England,2006-12-19
31175,Soul Kitchen,2009-09-09
12498,Sling Blade,1996-08-30
77949,The Awakening,2011-08-17
1690,Hostel,2005-01-06
8435,A Cock and Bull Story,2005-07-17
64720,Take Shelter,2011-11-25
49365,Lady in White,1988-04-22
11404,Driving Lessons,2006-04-30
300706,Let's Kill Ward's Wife,2014-12-23
16337,The Texas Chainsaw Massacre 2,1986-08-22
11577,Pat Garrett & Billy the Kid,1973-05-23
77987,Only God Forgives,2013-05-30
40185,Camping Sauvage,2005-10-13
68202,Without Men,2011-06-29
8981,Dear Frankie,2004-05-18
10914,All Hat,2007-09-11
50848,The Names of Love,2010-11-24
166624,Treading Water,2013-09-13
10822,Savage Grace,2007-05-18
10844,Out of the Blue,2006-10-12
9336,Police Academy,1984-03-22
5689,The Blue Lagoon,1980-07-05
712,Four Weddings and a Funeral,1994-03-09
13342,Fast Times at Ridgemont High,1982-08-13
10339,Moby Dick,1956-06-27
1429,25th Hour,2002-12-16
9303,Bound,1996-09-13
641,Requiem for a Dream,2000-10-27
27686,State Fair,1945-08-29
65749,Tango,1998-02-12
6106,Salvador,1986-04-23
252680,Moms' Night Out,2014-03-25
141,Donnie Darko,2001-01-18
66607,Saving Private Perez,2011-03-18
17139,Character,1997-04-17
12079,Spun,2002-06-01
39800,Life During Wartime,2009-10-10
4550,Sympathy for Lady Vengeance,2005-07-29
62116,Mozart's Sister,2010-06-09
9991,Mean Machine,2001-12-26
13807,Exiled,2006-09-06
68818,Blackthorn,2011-08-31
12093,Lilya 4-ever,2002-08-23
36419,After.Life,2010-04-09
281730,Fugly,2014-06-13
510,One Flew Over the Cuckoo's Nest,1975-11-18
362105,R.L. Stine's Monsterville: The Cabinet of Souls,2015-09-29
10970,Silent Movie,1976-06-17
375290,Airlift,2016-01-22
17663,Anne of Green Gables,1985-12-01
270938,Falcon Rising,2014-09-05
116613,The Sweeney,2012-09-11
11826,Sexy Beast,2000-09-13
29920,Easy Money,2010-01-15
1088,Whale Rider,2003-01-30
26379,Paa,2009-12-04
34069,Cargo,2009-09-24
10947,High School Musical,2006-01-20
47452,Love and Death on Long Island,1997-01-01
3040,Night Watch,2004-06-27
11386,The Crying Game,1992-09-02
10246,Porky's,1981-11-13
29426,Survival of the Dead,2010-05-06
10331,Night of the Living Dead,1968-10-01
153,Lost in Translation,2003-08-31
703,Annie Hall,1977-04-19
27191,The Greatest Show on Earth,1952-01-10
1365,Monster's Ball,2001-11-11
287424,Maggie,2015-05-08
451,Leaving Las Vegas,1995-10-27
165864,Hansel and Gretel Get Baked,2013-02-19
987,The Front Page,1974-12-01
241251,The Boy Next Door,2015-01-23
40494,Trapeze,1956-05-30
39781,The Kids Are All Right,2010-07-09
8337,They Live,1988-11-23
5925,The Great Escape,1963-06-20
8357,What the #$*! Do We (K)now!?,2004-04-23
146203,The Last Exorcism Part II,2013-02-28
85350,Boyhood,2014-06-05
512,Scoop,2006-07-27
13408,The Wash,2001-11-16
47816,3 Strikes,2000-03-01
10744,The Cooler,2003-01-17
11536,The Misfits,1961-01-01
9782,The Night Listener,2006-02-12
18713,The Jerky Boys,1995-02-03
6537,The Orphanage,2007-08-27
184345,A Haunted House 2,2014-04-17
1809,The Rules of Attraction,2002-10-11
2370,Topaz,1969-12-18
9809,Let's Go to Prison,2006-11-17
5,Four Rooms,1995-12-09
11013,Secretary,2002-01-11
19153,The Real Cancun,2003-04-23
10132,Talk Radio,1988-12-21
16448,Waiting for Guffman,1996-01-31
15122,Love Stinks,1999-09-10
8141,You Kill Me,2007-02-09
1546,Thumbsucker,2005-01-23
48572,Red State,2011-08-19
14517,Mirrormask,2005-01-25
89708,Samsara,2011-09-16
27551,The Barbarians,1987-03-01
64678,The Art of Getting By,2011-06-17
309503,Zipper,2015-08-28
14293,Poolhall Junkies,2002-06-07
15059,The Loss of Sexual Innocence,1999-04-29
103328,Holy Motors,2012-07-02
157847,Joe,2014-04-11
25719,Shooting Fish,1997-08-22
48309,Prison,1988-03-04
27723,Psycho Beach Party,2000-08-06
20468,The Big Tease,1999-01-01
242575,"Guten Tag, Ramón",2013-10-18
44945,Trust,2010-09-10
29122,An Everlasting Piece,2000-12-22
125123,Among Giants,1998-06-24
111190,Adore,2013-04-03
133575,The Velocity of Gary,1999-07-16
54580,Mondays in the Sun,2002-09-27
52015,Stake Land,2010-09-30
34941,The Last Time I Committed Suicide,1997-06-20
227975,Futuro Beach,2014-05-01
60422,Another Happy Day,2011-11-18
